text,label,char_length,word_count,text_clean,intent
"I have moved to a new house and set up a rent payment to my landlord, it was supposed to be in her account a few days ago but it hasn't arrived.  I definitely sent it to the right place, can you confirm where the money is?",8,222,48,i have moved to a new house and set up a rent payment to my landlord it was supposed to be in her account a few days ago but it hasn't arrived i definitely sent it to the right place can you confirm where the money is,Transfer Delay
What is the time frame that transfers normally take from a UK account? I just completed a transfer and nothing shows up. I need to know if everything is alright.,9,161,30,what is the time frame that transfers normally take from a uk account i just completed a transfer and nothing shows up i need to know if everything is alright,Missing Money
i entered my pin in wrong and got it frozen. how many tries do i have,6,69,16,i entered my pin in wrong and got it frozen how many tries do i have,Declined Withdrawal
I noticed an extra fee when I paid with my card.,0,48,11,i noticed an extra fee when i paid with my card,Card Fee Charge
Is there something wrong with the ATM? It would not let me pull cash out of my account.,6,87,18,is there something wrong with the atm it would not let me pull cash out of my account,Declined Withdrawal
"After my checque or cash deposit, my balance didn't update.",2,59,10,after my checque or cash deposit my balance didn't update,Deposit Delay
How come my cash withdrawal came with an unnecessary fee?!,4,58,10,how come my cash withdrawal came with an unnecessary fee,Cash Withdrawal Charge
My transaction has not been received. When are you going to process it?,8,71,13,my transaction has not been received when are you going to process it,Transfer Delay
I have been charged twice,5,25,5,i have been charged twice,Duplicate Transaction
I have been charged for one thing two times.,5,44,9,i have been charged for one thing two times,Duplicate Transaction
Why isn't the transferred money there?,9,38,6,why isn't the transferred money there,Missing Money
There is more than one charge on my account for a transaction.,5,62,12,there is more than one charge on my account for a transaction,Duplicate Transaction
I don't recognise a Direct Debit payment,1,40,7,i don't recognise a direct debit payment,Fraud / Disputed Payment
The money that I have transferred hasn't arrived yet.,9,53,9,the money that i have transferred hasn't arrived yet,Missing Money
Why is the check I deposited this morning not showing up?,2,57,11,why is the check i deposited this morning not showing up,Deposit Delay
"The ATM will not let me get cash, WHY?",6,38,9,the atm will not let me get cash why,Declined Withdrawal
Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,2,95,21,dude i put money in the atm last week but it ain't there i need the money now figure this out,Deposit Delay
How come I can't take money out of the ATM?,6,43,10,how come i can't take money out of the atm,Declined Withdrawal
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,0,187,36,let me know when you charge extra for payments please i just checked the app earlier when i saw that there was an additional fee on one of the payments that i wasn't warned about before,Card Fee Charge
Why was there a fee for my transfer?,7,36,8,why was there a fee for my transfer,Transfer Fee
"i accidentally entered in my retailers information, what should i do next",8,73,12,i accidentally entered in my retailers information what should i do next,Transfer Delay
Why was a fee charged to me for transferring money?,7,51,10,why was a fee charged to me for transferring money,Transfer Fee
The ATM wouldn't let me have my money.,6,38,8,the atm wouldn't let me have my money,Declined Withdrawal
I did not receive all of my cash back,3,37,9,i did not receive all of my cash back,ATM Partial Withdrawal
Why is this fee being charged to me after using my card?,0,56,12,why is this fee being charged to me after using my card,Card Fee Charge
I used my card for a purchase and was charged a fee,0,51,12,i used my card for a purchase and was charged a fee,Card Fee Charge
My cash deposit isn't in my account. What happened?,2,51,9,my cash deposit isn't in my account what happened,Deposit Delay
Make me understand why I am charged an extra fee when I use the ATM.,4,68,15,make me understand why i am charged an extra fee when i use the atm,Cash Withdrawal Charge
What is the maximum I can transfer before I incur fees?,7,55,11,what is the maximum i can transfer before i incur fees,Transfer Fee
How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,8,119,24,how long do money transfers take my friend really needs the money i sent a couple of hours ago but it's not there yet,Transfer Delay
Do international transfers take longer?? I made a transfer from France 2 days ago but it's still not there yet...,9,113,20,do international transfers take longer i made a transfer from france 2 days ago but it's still not there yet,Missing Money
When would my card be charged an extra fee for a transaction?,0,61,12,when would my card be charged an extra fee for a transaction,Card Fee Charge
Why hasn't my balance been updated? I've deposited a few cheques some days ago!,2,79,14,why hasn't my balance been updated i've deposited a few cheques some days ago,Deposit Delay
